Browser,Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments,Country
Firefox,China Financial Certification Authority (CFCA),China Financial Certification Authority,,CFCA EV ROOT,E2B8294B5584AB6B58C290466CAC3FB8398F8483,2012 Aug 08,2029 Dec 31,4096,SHA-256,Websites,2.16.156.112554.3,https://bugzilla.mozilla.org/show_bug.cgi?id=926029,NSS 3.18,Firefox 38,https://pub.cebnet.com.cn,None,http://www.cfca.com.cn/,http://www.cfca.com.cn/us/us-12.htm,https://bugzilla.mozilla.org/attachment.cgi?id=8545612,https://cert.webtrust.org/SealFile?seal=1788&file=pdf,https://cert.webtrust.org/SealFile?seal=1787&file=pdf,https://cert.webtrust.org/SealFile?seal=1786&file=pdf,PricewaterhouseCoopers,WebTrust,2014.12.05,,
Firefox,China Internet Network Information Center (CNNIC),China Internet Network Information Center,,China Internet Network Information Center EV Certificates Root,4F99AA93FB2BD13726A1994ACE7FF005F2935D1E,2010 Aug 31,2030 Aug 31,2048,SHA-1,Websites,1.3.6.1.4.1.29836.1.10,https://bugzilla.mozilla.org/show_bug.cgi?id=607208,NSS 3.15,Firefox 23,https://evdemo.cnnic.cn/,,http://www1.cnnic.cn/index.htm,http://www.cnnic.cn/cps/,http://www.cnnic.cn/cps/,https://cert.webtrust.org/SealFile?seal=1731&file=pdf,http://www.cnnic.cn/jczyfw/fwqzs/fwqzsrzjzz/,https://cert.webtrust.org/SealFile?seal=1730&file=pdf,Ernst & Young,WebTrust,2014.08.01,,
Firefox,Chunghwa Telecom Corporation,"Chunghwa Telecom Co., Ltd.",ePKI Root Certification Authority,ePKI Root Certification Authority,67650DF17E8E7E5B8240A4F4564BCFE23D69C6F0,2004 Dec 20,2034 Dec 20,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=448794,NSS 3.12.5,Firefox 3.6,https://publicca.hinet.net/,,http://www.cht.com.tw,http://epki.com.tw/repository_en.htm,http://epki.com.tw/repository_en.htm,https://cert.webtrust.org/SealFile?seal=1775&file=pdf,https://cert.webtrust.org/SealFile?seal=1776&file=pdf,,DFK,WebTrust,2014.11.26,,
Firefox,China Internet Network Information Center (CNNIC),CNNIC,,CNNIC ROOT,8BAF4C9B1DF02A92F7DA128EB91BACF498604B6F,2007 Apr 16,2027 Apr 16,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=476766,NSS 3.12.6,Firefox 3.6.2,https://mail.cnnic.cn/,,http://www1.cnnic.cn/index.htm,http://www.cnnic.cn/cps/,http://www.cnnic.cn/cps/,https://cert.webtrust.org/SealFile?seal=1731&file=pdf,http://www.cnnic.cn/jczyfw/fwqzs/fwqzsrzjzz/,,Ernst & Young,WebTrust,2014.08.01,,
Firefox,Comodo,Comodo CA Limited,,AAA Certificate Services,D1EB23A46D17D68FD92564C2F1F1601764D8E349,2004 Jan 01,2028 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=249710,,Firefox 1,https://aaacertificateservices.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,COMODO CA Limited,,COMODO Certification Authority,6631BF9EF74F9EB6C9D5A60CBA6ABED1F7BDEF7B,2006 Dec 01,2029 Dec 31,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=401587,NSS 3.11.10,Firefox 3.0.2,https://comodocertificationauthority-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,COMODO CA Limited,,COMODO ECC Certification Authority,9F744E9F2B4DBAEC0F312C50B6563B8E2D93C311,2008 Mar 06,2038 Jan 18,ECC,ECC,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=421946,NSS 3.12.1,Firefox 3.0.2,https://comodoecccertificationauthority-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,COMODO CA Limited,,COMODO RSA Certification Authority,AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4,2010 Jan 19,2038 Jan 18,4096,SHA-384,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=606947,NSS 3.17.3,Firefox 36,https://comodorsacertificationauthority-ev.comodoca.com,None,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,Comodo CA Limited,,Secure Certificate Services,4A65D5F41DEF39B8B8904A4AD3648133CFC7A1D1,2004 Jan 01,2028 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=249710,,Firefox 1,https://securecertificateservices.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,,
Firefox,Comodo,Comodo CA Limited,,Trusted Certificate Services,E19FE30E8B84609E809B170D72A8C5BA6E1409BD,2004 Jan 01,2028 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=249710,,Firefox 1,https://trustedcertificateservices.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,,
Firefox,ComSign,ComSign,,ComSign CA,E1A45B141A21DA1A79F41A42A961D669CD0634C1,2004 Mar 24,2029 Mar 19,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=420705,NSS 3.12.4,Firefox 3.5,Websites trust bit not set.,,http://www.comsign.co.il/eng/default.asp,http://www.comsign.co.il/main.asp?id=114,http://www.comsign.co.il/CPS-Docs/CPS_Ver3-1_English.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8505604,,,Sharony-Shefler,ETSI TS 101 456,2014.09.16,,
Firefox,ComSign,ComSign,,ComSign Secured CA,F9CD0E2CDA7624C18FBDF0F0ABB645B8F7FED57A,2004 Mar 24,2029 Mar 16,2048,SHA-1,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=420705,NSS 3.12.4,Firefox 3.5,https://comsign.co.il/main.asp?id=65,,http://www.comsign.co.il/eng/default.asp,http://www.comsign.co.il/main.asp?id=114,http://www.comsign.co.il/CPS-Docs/CPS_Ver3-1_English.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8505604,Turning off Websites trust bit in https://bugzilla.mozilla.org/show_bug.cgi?id=1160208,,Sharony-Shefler,ETSI TS 101 456,2014.09.16,,
Firefox,Verizon Business,"Cybertrust, Inc",,Cybertrust Global Root,5F43E5B1BFF8788CAC1CC7CA4A9AC6222BCC34C6,2006 Dec 15,2021 Dec 15,2048,SHA-1,Websites,1.3.6.1.4.1.6334.1.100.1,https://bugzilla.mozilla.org/show_bug.cgi?id=430700,NSS 3.12.4,Firefox 3.5,https://ev.omniroot.com,,http://www.verizon.com/ssl,http://cybertrust.omniroot.com/repository,http://cybertrust.omniroot.com/repository,https://cert.webtrust.org/SealFile?seal=1798&file=pdf,NONE!,https://cert.webtrust.org/SealFile?seal=1799&file=pdf,Ernst & Young,WebTrust,2014.12.15,,
Firefox,D-TRUST,D-Trust GmbH,,D-TRUST Root Class 3 CA 2 2009,58E8ABB0361533FB80F79B1B6D29D3FF8D5F00F0,2009 Nov 05,2029 Nov 05,2048,SHA-256,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=467891,NSS 3.15,Firefox 23,https://certdemo-ov-valid.ssl.d-trust.net/,,https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate,https://www.bundesdruckerei.de/de/2833-repository,https://www.bundesdruckerei.de/de/2833-repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/data/content_data/tuevit_en/6752UE_s.pdf,,TUVIT,ETSI TS 102 042,2015.02.27,,
Firefox,D-TRUST,D-Trust GmbH,,D-TRUST Root Class 3 CA 2 EV 2009,96C91B0B95B4109842FAD0D82279FE60FAB91683,2009 Nov 05,2029 Nov 05,2048,SHA-256,Websites,1.3.6.1.4.1.4788.2.202.1,https://bugzilla.mozilla.org/show_bug.cgi?id=467891,NSS 3.15,Firefox 23,https://certdemo-ev-valid.ssl.d-trust.net/,,https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate,https://www.bundesdruckerei.de/de/2833-repository,https://www.bundesdruckerei.de/de/2833-repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/data/content_data/tuevit_en/6751UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6751UE_s.pdf,TUVIT,ETSI TS 102 042,2015.02.27,,
Firefox,T-Systems International GmbH,Deutsche Telekom AG,T-TeleSec Trust Center,Deutsche Telekom Root CA 2,85A408C09C193E5D51587DCDD61330FD8CDE37BF,1999 Jul 09,2019 Jul 09,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=378882,NSS 3.12.4,Firefox 3.5,https://root-ca2.test.telesec.de,,http://www.t-systems.com/,http://www.telesec.de/pki/roots.html,http://www.telesec.de/pki/roots.html,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,,Ernst & Young,WebTrust,2014.07.11,,
Firefox,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",Deutscher Sparkassen Verlag GmbH,,S-TRUST Authentication and Encryption Root CA 2005:PN,BEB5A995746B9EDF738B56E6DF437A77BE106B81,2005 Jun 22,2030 Jun 21,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=370627,NSS 3.12.4,Firefox 3.5,Websites trust bit not set.,,https://www.s-trust.de/,http://www.s-trust.de/stn-cps/stn_cps.pdf,http://www.s-trust.de/stn-cps/stn_cps.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6733UE_s.pdf,,,TUVIT,ETSI TS 102 042,2015.05.28,,
Firefox,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",Deutscher Sparkassen Verlag GmbH,S-TRUST Certification Services,S-TRUST Universal Root CA,1B3D1114EA7A0F9558544195BF6B2582AB40CE9A,2013 Oct 22,2038 Oct 21,2048,SHA-256,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1011182,NSS 3.18,Firefox 38,Example Cert: https://bugzilla.mozilla.org/attachment.cgi?id=8506014,None -- only email trust bit enabled.,https://www.s-trust.de/,https://www.s-trust.de/stn-cps,https://www.s-trust.de/stn-cps,https://www.tuvit.de/data/content_data/tuevit_en/6744UE_s.pdf,,,TUVIT,ETSI TS 102 042,2015.05.28,,
Firefox,Certigna,Dhimyotis,,Certigna,B12E13634586A46F1AB2606837582DC4ACFD9497,2007 Jun 29,2027 Jun 29,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=393166,NSS 3.12.4,Firefox 3.5,https://www.certigna.fr,,http://www.certigna.fr/,https://www.certigna.fr/Certigna/PC,https://bugzilla.mozilla.org/attachment.cgi?id=364146,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,,LSTI,ETSI TS 102 042,2015.01.15,2015 attestation: https://bug393166.bugzilla.mozilla.org/attachment.cgi?id=8579511,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert Assured ID Root G2,A14B48D943EE0A0E40904F3CE0A4C09193515D3F,2013 Aug 01,2038 Jan 15,2048,SHA-256,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=908827,NSS 3.16.3,Firefox 32,https://assured-id-root-g2.digicert.com/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert Assured ID Root G3,F517A24F9A48C6C9F8A200269FDC0F482CAB3089,2013 Aug 01,2038 Jan 15,ECC,ECC,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=908827,NSS 3.16.3,Firefox 32,https://assured-id-root-g3.digicert.com/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert Global Root G2,DF3C24F9BFD666761B268073FE06D1CC8D4F82A4,2013 Aug 01,2038 Jan 15,2048,SHA-256,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=908827,NSS 3.16.3,Firefox 32,https://global-root-g2.digicert.com/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert Global Root G3,7E04DE896A3E666D00E687D33FFAD93BE83D349E,2013 Aug 01,2038 Jan 15,ECC,ECC,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=908827,NSS 3.16.3,Firefox 32,https://global-root-g3.digicert.com/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert High Assurance EV Root CA,5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25,2006 Nov 10,2031 Nov 10,2048,SHA-1,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=364568,NSS 3.11.8,Firefox 2,https://ev-root.digicert.com/testroot/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,DigiCert,DigiCert Inc,www.digicert.com,DigiCert Trusted Root G4,DDFB16CD4931C973A2037D3FC83A4D7D775D05E4,2013 Aug 01,2038 Jan 15,4096,SHA-384,Code; Email; Websites,2.16.840.1.114412.2.1,https://bugzilla.mozilla.org/show_bug.cgi?id=908827,NSS 3.16.3,Firefox 32,https://trusted-root-g4.digicert.com/,,http://www.digicert.com/,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,https://cert.webtrust.org/SealFile?seal=1867&file=pdf,https://cert.webtrust.org/SealFile?seal=1868&file=pdf,https://cert.webtrust.org/SealFile?seal=1869&file=pdf,Scott S. Perry,WebTrust,2015.04.24,,
Firefox,IdenTrust,Digital Signature Trust,DST ACES,DST ACES CA X6,4054DA6F1C3F4074ACED0FECCDDB79D153FB901D,2003 Nov 20,2017 Nov 20,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=359069,NSS 3.11.9,Firefox 2,https://sslacesvalid.identrust.com,,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/aces/index.html,https://secure.identrust.com/certificates/policy/aces/index.html,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,,
Firefox,IdenTrust,Digital Signature Trust Co.,DSTCA E1,Digital Signature Trust Co. Global CA 1,81968B3AEF1CDC70F5FA3269C292A3635BD123D3,1998 Dec 10,2018 Dec 10,1024,SHA-1,Email,Not EV,legacy,,Firefox 1,,,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,,,BrightLine,WebTrust,2014.07.25,,
Firefox,IdenTrust,Digital Signature Trust Co.,DSTCA E2,Digital Signature Trust Co. Global CA 3,AB48F333DB04ABB9C072DA5B0CC1D057F0369B46,1998 Dec 09,2018 Dec 09,1024,SHA-1,Email,Not EV,legacy,,Firefox 1,,,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,,,BrightLine,WebTrust,2014.07.25,,
Firefox,IdenTrust,Digital Signature Trust Co.,,DST Root CA X3,DAC9024F54D8F6DF94935FB1732638CA6AD77C13,2000 Sep 30,2021 Sep 30,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=359069,NSS 3.11.9,Firefox 2,https://www.identrustssl.com,,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,,
Firefox,CA Disig a.s.,Disig a.s.,,CA Disig,2AC8D58B57CEBF2F49AFF2FC768F511462907A41,2006 Mar 22,2016 Mar 22,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=455878,NSS 3.12.6,Firefox 3.6.2,https://testssl-valid.disig.sk/index.en.html,,http://www.disig.eu/,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/_pdf/Audit2014_report.pdf,http://www.disig.eu/_pdf/Audit2014_report.pdf,,QSCert,ETSI TS 102 042,2014.10.29,,
Firefox,CA Disig a.s.,Disig a.s.,,CA Disig Root R1,8E1C74F8A620B9E58AF461FAEC2B4756511A52C6,2012 Jul 19,2042 Jul 19,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=792377,NSS 3.15,Firefox 23,https://testssl-valid-r1i1.disig.sk/,,http://www.disig.eu/,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/_pdf/Audit2014_report.pdf,http://www.disig.eu/_pdf/Audit2014_report.pdf,,QSCert,ETSI TS 102 042,2014.10.29,,
Firefox,CA Disig a.s.,Disig a.s.,,CA Disig Root R2,B561EBEAA4DEE4254B691A98A55747C234C7D971,2012 Jul 19,2042 Jul 19,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=792377,NSS 3.15,Firefox 23,https://testssl-valid-r2i1.disig.sk/,,http://www.disig.eu/,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/index.php?id=docs&L=1,http://www.disig.eu/_pdf/Audit2014_report.pdf,http://www.disig.eu/_pdf/Audit2014_report.pdf,,QSCert,ETSI TS 102 042,2014.10.29,,
Firefox,e-tugra,E-Tu?ra EBG Bili?im Teknolojileri ve Hizmetleri A.?.,E-Tugra Sertifikasyon Merkezi,E-Tugra Certification Authority,51C6E70849066EF392D45CA00D6DA3628FC35239,2013 Mar 05,2023 Mar 03,4096,SHA-256,Code; Websites,2.16.792.3.0.4.1.1.4,https://bugzilla.mozilla.org/show_bug.cgi?id=877744,NSS 3.16,Firefox 29,https://sslev.e-tugra.com.tr,,http://www.etugra.com.tr/,http://www.e-tugra.com.tr/CPS,http://www.e-tugra.com.tr/Portals/3/engdoc/E-Tugra_SUE_v3.1_0_EN.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=784393,https://bugzilla.mozilla.org/attachment.cgi?id=784393,https://bugzilla.mozilla.org/attachment.cgi?id=784393,BSI,ETSI TS 102 042,2014.07.30,,
Firefox,e-tugra,EBG Bili?im Teknolojileri ve Hizmetleri A.?.,,EBG Elektronik Sertifika Hizmet Sa?lay?c?s?,8C96BAEBDD2B070748EE303266A0F3986E7CAE58,2006 Aug 17,2016 Aug 14,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=443653,NSS 3.12.5,Firefox 3.6,https://ediskim.e-tugra.com.tr/,,http://www.etugra.com.tr/,http://www.e-tugra.com.tr/cps,http://www.e-tugra.com.tr/cps,https://bugzilla.mozilla.org/attachment.cgi?id=784393,https://bugzilla.mozilla.org/attachment.cgi?id=784393,,BSI,ETSI TS 102 042,2014.07.30,,
Firefox,EDICOM,EDICOM,PKI,ACEDICOM Root,E0B4322EB2F6A568B654538448184A5036874384,2008 Apr 18,2028 Apr 13,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=471045,NSS 3.12.7,Firefox 3.6.7,https://support.edicomgroup.com/,,http://acedicom.edicomgroup.com/en/index.htm,http://acedicom.edicomgroup.com/es/contenidos/practicasyPoliticas/punto1.htm,http://acedicom.edicomgroup.com/en/archivos/politicas/ACEDICOM_CertificationPractice.pdf,https://cert.webtrust.org/SealFile?seal=1765&file=pdf,https://cert.webtrust.org/SealFile?seal=1765&file=pdf,,DNB,WebTrust,2014.10.13,,
Firefox,Entrust,"Entrust, Inc.","(c) 2006 Entrust, Inc.",Entrust Root Certification Authority,B31EB1B740E36C8402DADC37D44DF5D4674952F9,2006 Nov 27,2026 Nov 27,2048,SHA-1,Websites,2.16.840.1.114028.10.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=382352,NSS 3.11.10,Firefox 3.0.2,https://validev.entrust.net,,http://www.entrust.net/,http://www.entrust.net/CPS,http://www.entrust.net/CPS,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,Deloitte LLP,WebTrust,2015.05.01,,
Firefox,Entrust,"Entrust, Inc.","(c) 2012 Entrust, Inc. - for authorized use only",Entrust Root Certification Authority - EC1,20D80640DF9B25F512253A11EAF7598AEB14B547,2012 Dec 18,2037 Dec 18,ECC P-384,ECC,Code; Email; Websites,2.16.840.1.114028.10.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=849950,NSS 3.18,Firefox 38,https://validec.entrust.net,None,http://www.entrust.net/,http://www.entrust.net/CPS,http://www.entrust.net/CPS,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,Deloitte LLP,WebTrust,2015.05.01,,
Firefox,Entrust,"Entrust, Inc.","(c) 2009 Entrust, Inc.-for authorized use only",Entrust Root Certification Authority - G2,8CF427FD790C3AD166068DE81E57EFBB932272D4,2009 Jul 07,2030 Dec 07,2048,SHA-256,Code; Email; Websites,2.16.840.1.114028.10.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=849950,NSS 3.18,Firefox 38,https://validg2.entrust.net/,None,http://www.entrust.net/,http://www.entrust.net/CPS,http://www.entrust.net/CPS,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,Deloitte LLP,WebTrust,2015.05.01,,
Firefox,Entrust,Entrust.net,OU = (c) 1999 Entrust.net Limited OU = www.entrust.net/CPS_2048 incorp. by ref. (limits liab.),Entrust.net Certification Authority (2048),503006091D97D4F5AE39F7CBE7927D7D652D3431,1999 Dec 24,2029 Jul 24,2048,SHA-1,Code; Email; Websites,2.16.840.1.114028.10.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=694536,NSS 3.15,Firefox 23,https://2048test.entrust.net,None,http://www.entrust.net/,http://www.entrust.net/CPS,http://www.entrust.net/CPS,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,https://cert.webtrust.org/SealFile?seal=328&file=pdf,Deloitte LLP,WebTrust,2015.05.01,,
Firefox,Symantec / GeoTrust,Equifax,Equifax Secure Certificate Authority,Equifax Secure CA,D23209AD23D314232174E40D7F9D62139786633A,1998 Aug 22,2018 Aug 22,1024,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2,
Firefox,Symantec / GeoTrust,Equifax Secure Inc.,,Equifax Secure eBusiness CA-1,DA40188B9189A3EDEEAEDA97FE2F9DF5B7D18A41,1999 Jun 21,2020 Jun 21,1024,MD5,Email,Not EV,legacy,,Firefox 1,https://ssltest17.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,"Websites and Code Signing trust bits turned off in NSS 3.17.3, Firefox 36.",
