Browser,Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments,Country
Firefox,SECOM Trust Systems Co. Ltd.,"SECOM Trust Systems CO.,LTD.",Security Communication EV RootCA1,Security Communication EV RootCA1,FEB8C432DCF9769ACEAE3DD8908FFD288665647D,2007 Jun 06,2037 Jun 06,2048,SHA-1,Websites,1.2.392.200091.100.721.1,https://bugzilla.mozilla.org/show_bug.cgi?id=394419,NSS 3.12.4,Firefox 3.5,https://repo2.secomtrust.net/ev.gif,,http://www.secomtrust.net/,https://repository.secomtrust.net/EV-Root1/index.html,https://repository.secomtrust.net/EV-Root1/index.html,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,PricewaterhouseCoopers,WebTrust,2014.07.31,,
Firefox,SECOM Trust Systems Co. Ltd.,"SECOM Trust Systems CO.,LTD.",Security Communication RootCA2,Security Communication RootCA2,5F3B8CF2F810B37D78B4CEEC1919C37334B9C774,2009 May 29,2029 May 29,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=527419,NSS 3.13.2,Firefox 11,https://scrootca2test.secomtrust.net/,,http://www.secomtrust.net/,https://repository.secomtrust.net/SC-Root2/index.html,https://repository.secomtrust.net/SC-Root/SCRootCPS.pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,,PricewaterhouseCoopers,WebTrust,2014.07.31,,
Firefox,SECOM Trust Systems Co. Ltd.,SECOM Trust.net,Security Communication RootCA1,Security Communication Root CA,36B12B49F9819ED74C9EBC380FC6568F5DACB2F7,2003 Sep 30,2023 Sep 30,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=260259,NSS 3.9.5,Firefox 1,https://testrepository.secomtrust.net/secom/ssl.html,,http://www.secomtrust.net/,https://repository.secomtrust.net/SC-Root1/index.html,https://repository.secomtrust.net/SC-Root1/index.html,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,https://cert.webtrust.org/SealFile?seal=1717&file=pdf,,PricewaterhouseCoopers,WebTrust,2014.07.31,,
Firefox,Trustwave,SecureTrust Corporation,,Secure Global CA,3A44735AE581901F248661461E3B9CC45FF53A1B,2006 Nov 07,2029 Dec 31,2048,SHA-1,Code; Email; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=409838,NSS 3.11.10,Firefox 3.0.2,https://sgcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1767&file=pdf,Grant Thornton,WebTrust,2014.11.14,,
Firefox,Trustwave,SecureTrust Corporation,,SecureTrust CA,8782C6C304353BCFD29692D2593E7D44D934FF11,2006 Nov 07,2029 Dec 31,2048,SHA-1,Code; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=409837,NSS 3.11.10,Firefox 3.0.2,https://stcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,Grant Thornton,WebTrust,2014.11.14,,
Firefox,SG Trust Services,SG TRUST SERVICES,0002 43525289500022,SG TRUST SERVICES RACINE,0C628F5C5570B1C957FAFD383FB03D7B7DD7B9C6,2010 Sep 06,2030 Sep 05,4096,SHA-256,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=662259,NSS 3.15.4,Firefox 27,Websites trust bit not set.,,http://www.sgtrustservices.com/en/index.htm,http://www.sgtrustservices.com/home/web/guest/politiquecertifrgs2,http://www.sgtrustservices.com/home/web/guest/politiquecertifrgs2,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,Websites trust bit not set.,,LSTI,ETSI TS 102 042,2014.09.15,"Annual surveillance audit statement date: Sept 15, 2014 ETSI Certificate: https://bug662259.bugzilla.mozilla.org/attachment.cgi?id=8583196",
Firefox,PROCERT,Sistema Nacional de Certificacion Electronica,Superintendencia de Servicios de Certificacion Electronica,PSCProcert,70C18D74B428810AE4FDA575D7019F99B03D5074,2010 Dec 28,2020 Dec 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=593805,NSS 3.15,Firefox 23,https://mail.procert.net.ve/exchange,,https://www.procert.net.ve/eng/index.asp,https://www.procert.net.ve/eng/declaration.asp,https://www.procert.net.ve/eng/declaration.asp,https://bugzilla.mozilla.org/attachment.cgi?id=8505016,NONE!,,SUSCERTE Registered Auditor,ETSI TS 102 042,2014.06.20,,
Firefox,Certicámara S.A.,Sociedad Cameral de Certificación Digital - Certicámara S.A.,,AC Raíz Certicámara S.A.,CBA1C5F8B0E35EB8B94512D3F934A2E90610D336,2006 Nov 27,2030 Apr 02,4096,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=401262,NSS 3.12.4,Firefox 3.5,Websites trust bit turned off in Firefox 32.,,http://www.certicamara.com,http://www.certicamara.com/dpc/,http://www.certicamara.com/dpc/,https://cert.webtrust.org/SealFile?seal=1709&file=pdf,Websites trust bit turned off in Firefox 32.,,Deloitte,WebTrust,2014.07.14,Websites trust bit turned off in Firefox 32.,
Firefox,TeliaSonera,Sonera,,Sonera Class1 CA,0747220199CE74B97CB03D79B264A2C855E933FF,2001 Apr 06,2021 Apr 06,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=258416,NSS 3.9.6,Firefox 1,Websites trust bit not set.,,http://www.teliasonera.com,http://repository.trust.teliasonera.com/CPS/index3.html,http://repository.trust.teliasonera.com/CPS/index3.html,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,Websites trust bit not set.,,Ernst & Young,WebTrust,2014.07.27,,
Firefox,TeliaSonera,Sonera,,Sonera Class2 CA,37F76DE6077C90C5B13E931AB74110B4F2E49A27,2001 Apr 06,2021 Apr 06,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=258416,NSS 3.9.6,Firefox 1,https://Juolukka.cover.sonera.net:10443,,http://www.teliasonera.com,http://repository.trust.teliasonera.com/CPS/,http://repository.trust.teliasonera.com/CPS/,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,https://support.partnergate.sonera.com/download/CA/braudit2013.pdf,,Ernst & Young,WebTrust,2014.07.27,,
Firefox,"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden EV Root CA,76E27EC14FDB82C1C0A675B505BE3D29B4EDDBBB,2010 Dec 08,2022 Dec 08,4096,SHA-256,Websites,2.16.528.1.1003.1.2.7,https://bugzilla.mozilla.org/show_bug.cgi?id=1016568,NSS 3.18,Firefox 38,https://pkioevssl-v.quovadisglobal.com,None,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,KPMG,WebTrust,2015.03.03,,
Firefox,"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA,101DFA3FD50BCBBB9BB5600C1955A41AF4733A04,2002 Dec 17,2015 Dec 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=243424,NSS 3.9.6,Firefox 1,https://www.elkk.amsterdam.nl/,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,,
Firefox,"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA - G2,59AF82799186C7B47507CBCF035746EB04DDB716,2008 Mar 26,2020 Mar 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=436056,NSS 3.12.6,Firefox 3.6.2,https://www.digid.nl/,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,"SubCA audit updates are noted here: https://bugzilla.mozilla.org/show_bug.cgi?id=551399 . Exception to BR granted 1/27/2012: Off-line Domain subCAs will not have OCSP. Though, all of the issuing subCAs will have OCSP.",
Firefox,"Government of The Netherlands, PKIoverheid",Staat der Nederlanden,,Staat der Nederlanden Root CA - G3,D8EB6B41519259E0F3E78500C03DB68897C9EEFC,2013 Nov 14,2028 Nov 13,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1016568,NSS 3.18,Firefox 38,https://roottest-g3.pkioverheid.nl,None,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,https://cert.webtrust.org/SealFile?seal=1844&file=pdf,,KPMG,WebTrust,2015.03.03,,
Firefox,GoDaddy,"Starfield Technologies, Inc.",Starfield Class 2 Certification Authority,Starfield Class 2 CA,AD7E1C28B064EF8F6003402014C3D0E3370EB58A,2004 Jun 29,2034 Jun 29,2048,SHA-1,Code; Email; Websites,2.16.840.1.114414.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=284677,NSS 3.10,Firefox 1,https://valid.sfi.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,,
Firefox,GoDaddy,"Starfield Technologies, Inc.",,Starfield Root Certificate Authority - G2,B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,2.16.840.1.114414.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.sfig2.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,,
Firefox,GoDaddy,"Starfield Technologies, Inc.",,Starfield Services Root Certificate Authority - G2,925A8F8D2C6D04E0665F596AFF22D863E8256F3F,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.sfsg2.catest.starfieldtech.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,,KPMG,WebTrust,2014.08.14,,
Firefox,Start Commercial (StartCom) Ltd.,StartCom Ltd.,Secure Digital Certificate Signing,StartCom Certification Authority,3E2BF7F2031B96F38CE6C4D8A85D3E2D58476A0F,2006 Sep 17,2036 Sep 17,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=362304,NSS 3.11.8,Firefox 2,,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,,
Firefox,Start Commercial (StartCom) Ltd.,StartCom Ltd.,Secure Digital Certificate Signing,StartCom Certification Authority,A3F1333FE242BFCFC5D14E8F394298406810D1A0,2006 Sep 17,2036 Sep 17,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=602750,NSS 3.13.6,Firefox 16,https://www.startcom.org/,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,,
Firefox,Start Commercial (StartCom) Ltd.,StartCom Ltd.,,StartCom Certification Authority G2,31F1FD68226320EEC63B3F9DEA4A3E537C7C3917,2010 Jan 01,2039 Dec 31,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.23223.1.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=640368,NSS 3.13.6,Firefox 16,https://g2.startcom.org/,,http://www.startssl.com/,https://www.startssl.com/?app=26,https://www.startssl.com/?app=26,https://www.startssl.com/ey-webtrust.pdf,https://www.startssl.com/ey-webtrust-br.pdf,https://www.startssl.com/ey-webtrust-ev.pdf,Ernst & Young,WebTrust,2015.03.31,,
Firefox,Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root CA 1,5F3AFC0A8B64F686673474DF7EA9A2FEF9FA7A51,2005 Aug 18,2025 Aug 18,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=342470,NSS 3.11.4,Firefox 2,https://test-emerald-ca-1.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en,
Firefox,Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root CA 2,77474FC630E40F4C47643F84BAB8C6954A8A41EC,2011 Jun 24,2031 Jun 25,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=759732,NSS 3.15,Firefox 23,https://test-emerald-ca-2.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en,
Firefox,Swisscom (Switzerland) Ltd,Swisscom,Digital Certificate Services,Swisscom Root EV CA 2,E7A19029D3D552DC0D0FC692D3EA880D152E1A6B,2011 Jun 24,2031 Jun 25,4096,SHA-256,Code; Websites,2.16.756.1.83.21.0,https://bugzilla.mozilla.org/show_bug.cgi?id=759732,NSS 3.15,Firefox 23,https://test-quarz-ev-ca-2.pre.swissdigicert.ch/,,http://www.swissdigicert.ch/sdcs/portal/page?lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,http://www.swissdigicert.ch/sdcs/portal/page?node=download_docs&lang=en,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,https://bug1015839.bugzilla.mozilla.org/attachment.cgi?id=8444375,KPMG,ETSI TS 102 042,2014.06.18,http://www.seco.admin.ch/sas/00229/05092/index.html?lang=en,
Firefox,SwissSign AG,SwissSign AG,,SwissSign Gold CA - G2,D8C5388AB7301B1B6ED47AE645253A6F9F1A2761,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email; Websites,2.16.756.1.89.1.2.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,https://testevg2.swisssign.net,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,KPMG,ETSI TS 102 042,2015.04.02,,
Firefox,SwissSign AG,SwissSign AG,,SwissSign Platinum CA - G2,56E0FAC03B8F18235518E5D311CAE8C24331AB66,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,Websites trust bit not set.,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,,,KPMG,ETSI TS 102 042,2015.04.02,,
Firefox,SwissSign AG,SwissSign AG,,SwissSign Silver CA - G2,9BAAE59F56EE21CB435ABE2593DFA7F040D11DCB,2006 Oct 25,2036 Oct 25,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=343756,NSS 3.11.9,Firefox 2,https://testsilverg2.swisssign.net,,http://www.swisssign.com/,http://swisssign.com/repository,http://swisssign.com/repository,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,https://bug343756.bugzilla.mozilla.org/attachment.cgi?id=8595417,,KPMG,ETSI TS 102 042,2015.04.02,,
Firefox,T-Systems International GmbH,T-Systems Enterprise Services GmbH,T-Systems Trust Center,T-TeleSec GlobalRoot Class 2,590D2D7D884F402E617EA562321765CF17D894E9,2008 Oct 01,2033 Oct 01,2048,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=892390,NSS 3.16,Firefox 29,https://root-class2.test.telesec.de,,http://www.t-systems.com/,http://www.telesec.de/pki/roots.html,http://www.telesec.de/pki/roots.html,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,,Ernst & Young,WebTrust,2014.07.11,,
Firefox,T-Systems International GmbH,T-Systems Enterprise Services GmbH,T-Systems Trust Center,T-TeleSec GlobalRoot Class 3,55A6723ECBF2ECCDC3237470199D2ABE11E381D1,2008 Oct 01,2033 Oct 01,2048,SHA-256,Websites,1.3.6.1.4.1.7879.13.24.1,https://bugzilla.mozilla.org/show_bug.cgi?id=669849,NSS 3.14,Firefox 18,https://root-class3.test.telesec.de,,http://www.t-systems.com/,http://www.telesec.de/pki/roots.html,http://www.telesec.de/pki/roots.html,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,https://www.telesec.de/certification/webtrust,Ernst & Young,WebTrust,2014.07.11,,
Firefox,Taiwan-CA Inc. (TWCA),TAIWAN-CA,Root CA,TWCA Global Root CA,9CBB4853F6A4F6D352A4E83252556013F5ADAF65,2012 Jun 27,2030 Dec 31,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.40869.1.1.22.3,https://bugzilla.mozilla.org/show_bug.cgi?id=810133,NSS 3.15.4,Firefox 27,https://evssldemo3.twca.com.tw/index.html,,http://www.twca.com.tw/Portal/english/coporate_profile/mission.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,https://cert.webtrust.org/SealFile?seal=1864&file=pdf,https://www.twca.com.tw/picture/file/COMODO_BaselineRequirements_2015.pdf,https://cert.webtrust.org/SealFile?seal=1865&file=pdf,SunRise CPAs Firm,WebTrust,2015.04.13,,
Firefox,Taiwan-CA Inc. (TWCA),TAIWAN-CA,Root CA,TWCA Root Certification Authority,CF9E876DD3EBFC422697A3B5A37AA076A9062348,2008 Aug 28,2030 Dec 31,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.40869.1.1.22.3,https://bugzilla.mozilla.org/show_bug.cgi?id=518503,NSS 3.12.11,Firefox 6.0.2,https://evssldemo.twca.com.tw/index.html,,http://www.twca.com.tw/Portal/english/coporate_profile/mission.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html,https://cert.webtrust.org/SealFile?seal=1864&file=pdf,https://www.twca.com.tw/picture/file/COMODO_BaselineRequirements_2015.pdf,https://cert.webtrust.org/SealFile?seal=1865&file=pdf,SunRise CPAs Firm,WebTrust,2015.04.13,,
Firefox,Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Class 2 CA,TC TrustCenter Class 2 CA II,AE5083ED7CF45CBC8F61C621FE685D794221156E,2006 Jan 12,2025 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,https://testserver.class2-ii.trustcenter.de,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,,TUVIT,ETSI TS 102 042,2014.02.14,,
Firefox,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",TC TrustCenter GmbH,TC TrustCenter Class 3 CA,TC TrustCenter Class 3 CA II,8025EFF46E70C8D472246584FE403B8A8D6ADBF5,2006 Jan 12,2025 Dec 31,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,Websites trust bit turned off in FF 38,,https://www.s-trust.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6744UE_s.pdf,,,TUVIT,ETSI TS 102 042,2015.05.28,Websites and Code Signing trust bits turned off via Bug #1105374.,
Firefox,Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Universal CA,TC TrustCenter Universal CA I,6B2F34AD8958BE62FDB06B5CCEBB9DD94F4E39F3,2006 Mar 22,2025 Dec 31,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=392024,NSS 3.12.4,Firefox 3.5,https://www.trustcenter.de,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,,TUVIT,ETSI TS 102 042,2014.02.14,,
Firefox,Symantec / TC TrustCenter,TC TrustCenter GmbH,TC TrustCenter Universal CA,TC TrustCenter Universal CA III,9656CD7B57969895D0E141466806FBB8C6110687,2009 Sep 09,2029 Dec 31,2048,SHA-1,All Trust Bits Turned Off,1.2.276.0.44.1.1.1.4,https://bugzilla.mozilla.org/show_bug.cgi?id=593063,NSS 3.12.9,Firefox 4.0,Not yet issuing SSL certs.,,http://www.trustcenter.de/,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6721UE_s.pdf,https://www.tuvit.de/data/content_data/tuevit_en/6722UE_s.pdf,TUVIT,ETSI TS 102 042,2014.02.14,,
Firefox,TeliaSonera,TeliaSonera,,TeliaSonera Root CA v1,4313BB96F1D5869BC14E6A92F6CFF63469878237,2007 Oct 18,2032 Oct 18,4096,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=539924,NSS 3.16,Firefox 29,https://juolukka.cover.sonera.net:10443,,http://www.teliasonera.com,https://repository.trust.teliasonera.com/,https://repository.trust.teliasonera.com/CPS/,https://cert.webtrust.org/SealFile?seal=1729&file=pdf,https://support.partnergate.sonera.com/download/CA/braudit2013.pdf,,Ernst & Young,WebTrust,2014.07.27,,
Firefox,Symantec / Thawte,"thawte, Inc.","(c) 2006 thawte, Inc. - For authorized use only",thawte Primary Root CA,91C6D6EE3E8AC86384E548C299295C756C817B81,2006 Nov 17,2036 Jul 16,2048,SHA-1,Code; Websites,2.16.840.1.113733.1.7.48.1,https://bugzilla.mozilla.org/show_bug.cgi?id=407163,NSS 3.11.10,Firefox 3.0.2,https://ssltest6.bbtest.net/,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / Thawte,"thawte, Inc.","(c) 2007 thawte, Inc. - For authorized use only",thawte Primary Root CA - G2,AADBBC22238FC401A127BB38DDF41DDB089EF012,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409237,NSS 3.12.6,Firefox 3.6.2,https://ssltest40.ssl.symclab.com,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / Thawte,"thawte, Inc.","(c) 2008 thawte, Inc. - For authorized use only",thawte Primary Root CA - G3,F18B538D1BE903B6A6F056435B171589CAF36BF2,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Websites,2.16.840.1.113733.1.7.48.1,https://bugzilla.mozilla.org/show_bug.cgi?id=484903,NSS 3.12.5,Firefox 3.6,https://ssltest8.bbtest.net,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,KPMG,WebTrust,2014.06.18,,
