Approval Bug,Auditor,BR Audit,Browser,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Certificate Policy (CP),Certification Practice Statement (CPS),Common Name or Certificate Name,Company Website,EV Audit,EV Policy OID(s),Firefox Release When First Included,Geographic Focus,Mozilla Applied Constraints,NSS Release When First Included,Owner,SHA-1 Fingerprint,Signature Algorithm,Signing Key Parameters,Standard Audit,Standard Audit Statement Dt ,Standard Audit Type,Trust Bits,URL to Test Website or Example Cert,Valid From [GMT],Valid To [GMT]
https://bugzilla.mozilla.org/show_bug.cgiid=1045189#c7,Ernst & Young,All trust bits turned off,Firefox,AddTrust AB,AddTrust External TTP Network,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,USERTrust Legacy Secure Server CA,http://www.comodo.com/,,Not EV,Firefox 32,"UK, Global",,NSS 3.16.4,Comodo,7C2F91E2BB9668A9C6F6BD10192C6B525A1BBA48,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1743&file=pdf,2014.09.10 ,WebTrust,All Trust Bits Turned Off,Not applicable,2014 Aug 05,2015 Nov 01
https://bugzilla.mozilla.org/show_bug.cgiid=249710,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,Comodo CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,AAA Certificate Services,http://www.comodo.com/,,Not EV,Firefox 1,"UK, Global",,,Comodo,D1EB23A46D17D68FD92564C2F1F1601764D8E349,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://aaacertificateservices.comodoca.com/,2004 Jan 01,2028 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=401587,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,COMODO CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,COMODO Certification Authority,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 3.0.2,"UK, Global",,NSS 3.11.10,Comodo,6631BF9EF74F9EB6C9D5A60CBA6ABED1F7BDEF7B,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://comodocertificationauthority-ev.comodoca.com/,2006 Dec 01,2029 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=421946,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,COMODO CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,COMODO ECC Certification Authority,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 3.0.2,"UK, Global",,NSS 3.12.1,Comodo,9F744E9F2B4DBAEC0F312C50B6563B8E2D93C311,ECC,ECC,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://comodoecccertificationauthority-ev.comodoca.com/,2008 Mar 06,2038 Jan 18
https://bugzilla.mozilla.org/show_bug.cgiid=606947,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,COMODO CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,COMODO RSA Certification Authority,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 36,"UK, Global",None,NSS 3.17.3,Comodo,AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4,SHA-384,4096,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://comodorsacertificationauthority-ev.comodoca.com,2010 Jan 19,2038 Jan 18
https://bugzilla.mozilla.org/show_bug.cgiid=249710,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,Comodo CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,Secure Certificate Services,http://www.comodo.com/,,Not EV,Firefox 1,"UK, Global",,,Comodo,4A65D5F41DEF39B8B8904A4AD3648133CFC7A1D1,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://securecertificateservices.comodoca.com/,2004 Jan 01,2028 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=249710,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,Comodo CA Limited,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,Trusted Certificate Services,http://www.comodo.com/,,Not EV,Firefox 1,"UK, Global",,,Comodo,E19FE30E8B84609E809B170D72A8C5BA6E1409BD,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://trustedcertificateservices.comodoca.com/,2004 Jan 01,2028 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=606947,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,The USERTRUST Network,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,USERTrust ECC Certification Authority,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 36,"UK, Global",None,NSS 3.17.3,Comodo,D1CBCA5DB2D52A7F693B674DE5F05A1D0C957DF0,ECC,ECC P-384,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://usertrustecccertificationauthority-ev.comodoca.com,2010 Feb 01,2038 Jan 18
https://bugzilla.mozilla.org/show_bug.cgiid=606947,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,The USERTRUST Network,,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,USERTrust RSA Certification Authority,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 36,"UK, Global",None,NSS 3.17.3,Comodo,2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E,SHA-384,4096,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites;Email;Code,https://usertrustrsacertificationauthority-ev.comodoca.com,2010 Feb 01,2038 Jan 18
https://bugzilla.mozilla.org/show_bug.cgiid=242610,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,The USERTRUST Network,http://www.usertrust.com,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,UTN - DATACorp SGC,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 1,"UK, Global",,NSS 3.9.6,Comodo,58119F0E128287EA50FDD987456F4F78DCFAD6D4,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites,https://utndatacorpsgc-ev.comodoca.com/,1999 Jun 24,2019 Jun 24
https://bugzilla.mozilla.org/show_bug.cgiid=242610,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,The USERTRUST Network,http://www.usertrust.com,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,UTN-USERFirst-Client Authentication and Email,http://www.comodo.com/,,Not EV,Firefox 1,"UK, Global",,NSS 3.9.6,Comodo,B172B1A56D95F91FE50287E14D37EA6A4463768A,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Email,Not applicable,1999 Jul 09,2019 Jul 09
https://bugzilla.mozilla.org/show_bug.cgiid=242610,Ernst & Young,http://cert.webtrust.org/SealFileseal=1929&file=pdf,Firefox,The USERTRUST Network,http://www.usertrust.com,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,UTN-USERFirst-Hardware,http://www.comodo.com/,http://cert.webtrust.org/SealFileseal=1927&file=pdf,1.3.6.1.4.1.6449.1.2.1.5.1,Firefox 1,"UK, Global",,NSS 3.9.6,Comodo,0483ED3399AC3608058722EDBC5E4600E3BEF9D7,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Websites,https://utnuserfirsthardware-ev.comodoca.com/,1999 Jul 09,2019 Jul 09
https://bugzilla.mozilla.org/show_bug.cgiid=242610,Ernst & Young,,Firefox,The USERTRUST Network,http://www.usertrust.com,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,UTN-USERFirst-Object,http://www.comodo.com/,,Not EV,Firefox 1,"UK, Global",,NSS 3.9.6,Comodo,E12DFB4B41D7D9C32B30514BAC1D81D8385E2D46,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1921&file=pdf,2015.07.29 ,WebTrust,Code,Not applicable,1999 Jul 09,2019 Jul 09
https://bugzilla.mozilla.org/show_bug.cgiid=420705,Sharony-Shefler,,Firefox,ComSign,,http://www.comsign.co.il/main.aspid=114,http://www.comsign.co.il/CPS-Docs/CPS_Ver3-1_English.pdf,ComSign CA,http://www.comsign.co.il/eng/default.asp,,Not EV,Firefox 3.5,Israel,,NSS 3.12.4,ComSign,E1A45B141A21DA1A79F41A42A961D669CD0634C1,SHA-1,2048,https://bugzilla.mozilla.org/attachment.cgiid=8686168,2015.04.25 ,Web Trust,Email,Websites trust bit not set.,2004 Mar 24,2029 Mar 19
https://bugzilla.mozilla.org/show_bug.cgiid=420705,Sharony-Shefler,,Firefox,ComSign,,http://www.comsign.co.il/main.aspid=114,http://www.comsign.co.il/CPS-Docs/CPS_Ver3-1_English.pdf,ComSign Secured CA,http://www.comsign.co.il/eng/default.asp,,Not EV,Firefox 3.5,Israel,,NSS 3.12.4,ComSign,F9CD0E2CDA7624C18FBDF0F0ABB645B8F7FED57A,SHA-1,2048,https://bugzilla.mozilla.org/attachment.cgiid=8686170,2015.04.25 ,Web Trust,Code,https://comsign.co.il/main.aspid=65,2004 Mar 24,2029 Mar 16
https://bugzilla.mozilla.org/show_bug.cgiid=295474,Auren,NONE!,Firefox,Agencia Catalana de Certificacio (NIF Q-0801176-I),Jerarquia Entitats de Certificacio Catalanes,http://www.aoc.cat/content/download/25607/46726/file/politicaGeneralCertificacioAngles.pdf,http://www.aoc.cat/Inici/SERVEIS/Signatura-electronica-i-seguretat/CATCert/Regulacio,EC-ACC,http://www.aoc.cat/Inici/SERVEIS/Signatura-electronica-i-seguretat/CATCert,,Not EV,Firefox 11,Catalunya in Spain,,NSS 3.13.2,"Consorci Administració Oberta de Catalunya (Consorci AOC, CATCert)",28903A635B5280FAE6774C0B6DA7D6BAA64AF2E8,SHA-1,2048,https://bug295474.bmoattachments.org/attachment.cgiid=8640144,2015.01.26 ,WebTrust,Websites,https://www.aoc.cat/,2003 Jan 07,2031 Jan 07
https://bugzilla.mozilla.org/show_bug.cgiid=496863,KPMG,NONE!,Firefox,"Japan Certification Services, Inc.",,https://www.cybertrust.ne.jp/jcsi/repository.html,https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.0_EN.pdf,SecureSign RootCA11,https://www.cybertrust.ne.jp/,,Not EV,Firefox 3.6.2,Japan,,NSS 3.12.6,Cybertrust Japan / JCSI,3BC49F48F8F373A09C1EBDF85BB1C365C7D811B3,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1915&file=pdf,2015.08.05 ,WebTrust,Websites,,2009 Apr 08,2029 Apr 08
https://bugzilla.mozilla.org/show_bug.cgiid=370627,TUVIT,,Firefox,Deutscher Sparkassen Verlag GmbH,,http://www.s-trust.de/stn-cps/stn_cps.pdf,http://www.s-trust.de/stn-cps/stn_cps.pdf,S-TRUST Authentication and Encryption Root CA 2005:PN,https://www.s-trust.de/,,Not EV,Firefox 3.5,Germany,,NSS 3.12.4,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",BEB5A995746B9EDF738B56E6DF437A77BE106B81,SHA-1,2048,https://www.tuvit.de/data/content_data/tuevit_en/6733UE_s.pdf,2015.05.28 ,ETSI TS 102 042,Email,Websites trust bit not set.,2005 Jun 22,2030 Jun 21
https://bugzilla.mozilla.org/show_bug.cgiid=1011182,TUVIT,,Firefox,Deutscher Sparkassen Verlag GmbH,S-TRUST Certification Services,https://www.s-trust.de/stn-cps,https://www.s-trust.de/stn-cps,S-TRUST Universal Root CA,https://www.s-trust.de/,,Not EV,Firefox 38,Germany,None -- only email trust bit enabled.,NSS 3.18,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",1B3D1114EA7A0F9558544195BF6B2582AB40CE9A,SHA-256,2048,https://www.tuvit.de/data/content_data/tuevit_en/6744UE_s.pdf,2015.05.28 ,ETSI TS 102 042,Email,Example Cert: https://bugzilla.mozilla.org/attachment.cgiid=8506014,2013 Oct 22,2038 Oct 21
https://bugzilla.mozilla.org/show_bug.cgiid=392024,TUVIT,,Firefox,TC TrustCenter GmbH,TC TrustCenter Class 3 CA,http://www.trustcenter.de/en/about/repository.htm,http://www.trustcenter.de/en/about/repository.htm,TC TrustCenter Class 3 CA II,https://www.s-trust.de/,,Not EV,Firefox 3.5,Germany,,NSS 3.12.4,"Deutscher Sparkassen Verlag GmbH (S-TRUST, DSV-Gruppe)",8025EFF46E70C8D472246584FE403B8A8D6ADBF5,SHA-1,2048,https://www.tuvit.de/data/content_data/tuevit_en/6744UE_s.pdf,2015.05.28 ,ETSI TS 102 042,Email,Websites trust bit turned off in FF 38,2006 Jan 12,2025 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=430698,Ernst & Young,NONE!,Firefox,Baltimore,CyberTrust,http://cybertrust.omniroot.com/repository,http://cybertrust.omniroot.com/repository,Baltimore CyberTrust Root,http://www.digicert.com/,,Not EV,Firefox 1,United States and Global,,,DigiCert,D4DE20D05E66FC53FE1A50882C78DB2852CAE474,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1798&file=pdf,2014.12.15 ,WebTrust,Websites;Email,https://baltimore.omniroot.com,2000 May 12,2025 May 12
https://bugzilla.mozilla.org/show_bug.cgiid=430700,Ernst & Young,NONE!,Firefox,"Cybertrust, Inc",,http://cybertrust.omniroot.com/repository,http://cybertrust.omniroot.com/repository,Cybertrust Global Root,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1799&file=pdf,1.3.6.1.4.1.6334.1.100.1,Firefox 3.5,United States and Global,,NSS 3.12.4,DigiCert,5F43E5B1BFF8788CAC1CC7CA4A9AC6222BCC34C6,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1798&file=pdf,2014.12.15 ,WebTrust,Websites,https://ev.omniroot.com,2006 Dec 15,2021 Dec 15
https://bugzilla.mozilla.org/show_bug.cgiid=364568,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Assured ID Root CA,http://www.digicert.com/,,Not EV,Firefox 2,United States and Global,,NSS 3.11.8,DigiCert,0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://assured-id-root.digicert.com/testroot/,2006 Nov 10,2031 Nov 10
https://bugzilla.mozilla.org/show_bug.cgiid=908827,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Assured ID Root G2,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 32,United States and Global,,NSS 3.16.3,DigiCert,A14B48D943EE0A0E40904F3CE0A4C09193515D3F,SHA-256,2048,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://assured-id-root-g2.digicert.com/,2013 Aug 01,2038 Jan 15
https://bugzilla.mozilla.org/show_bug.cgiid=908827,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Assured ID Root G3,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 32,United States and Global,,NSS 3.16.3,DigiCert,F517A24F9A48C6C9F8A200269FDC0F482CAB3089,ECC,ECC,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://assured-id-root-g3.digicert.com/,2013 Aug 01,2038 Jan 15
https://bugzilla.mozilla.org/show_bug.cgiid=364568,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Global Root CA,http://www.digicert.com/,,Not EV,Firefox 2,United States and Global,,NSS 3.11.8,DigiCert,A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://global-root.digicert.com/testroot/,2006 Nov 10,2031 Nov 10
https://bugzilla.mozilla.org/show_bug.cgiid=908827,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Global Root G2,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 32,United States and Global,,NSS 3.16.3,DigiCert,DF3C24F9BFD666761B268073FE06D1CC8D4F82A4,SHA-256,2048,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://global-root-g2.digicert.com/,2013 Aug 01,2038 Jan 15
https://bugzilla.mozilla.org/show_bug.cgiid=908827,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Global Root G3,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 32,United States and Global,,NSS 3.16.3,DigiCert,7E04DE896A3E666D00E687D33FFAD93BE83D349E,ECC,ECC,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://global-root-g3.digicert.com/,2013 Aug 01,2038 Jan 15
https://bugzilla.mozilla.org/show_bug.cgiid=364568,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert High Assurance EV Root CA,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 2,United States and Global,,NSS 3.11.8,DigiCert,5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://ev-root.digicert.com/testroot/,2006 Nov 10,2031 Nov 10
https://bugzilla.mozilla.org/show_bug.cgiid=908827,Scott S. Perry,https://cert.webtrust.org/SealFileseal=1868&file=pdf,Firefox,DigiCert Inc,www.digicert.com,http://www.digicert.com/ssl-cps-repository.htm,http://www.digicert.com/ssl-cps-repository.htm,DigiCert Trusted Root G4,http://www.digicert.com/,https://cert.webtrust.org/SealFileseal=1869&file=pdf,2.16.840.1.114412.2.1,Firefox 32,United States and Global,,NSS 3.16.3,DigiCert,DDFB16CD4931C973A2037D3FC83A4D7D775D05E4,SHA-384,4096,https://cert.webtrust.org/SealFileseal=1867&file=pdf,2015.04.24 ,WebTrust,Websites;Email;Code,https://trusted-root-g4.digicert.com/,2013 Aug 01,2038 Jan 15
https://bugzilla.mozilla.org/show_bug.cgiid=335392,LSTI,https://bug1025095.bugzilla.mozilla.org/attachment.cgiid=8590352,Firefox,Certplus,,https://www.opentrustdtm.com/security-policies/lang=en,https://www.opentrustdtm.com/security-policies/lang=en,Class 2 Primary CA,https://www.opentrustdtm.com/,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,1.3.6.1.4.1.22234.2.5.2.3.1,Firefox 2,EMEA,,NSS 3.11.8,DocuSign (OpenTrust/Keynectis),74207441729CDD92EC7931D823108DC28192E2BB,SHA-1,2048,http://www.lsti-certification.fr/images/liste_entreprise/Liste%20PSCe.pdf,2015.04.09 ,ETSI TS 102 042,Websites;Email,https://www.keynectis.com/en/,1999 Jul 07,2019 Jul 06
https://bugzilla.mozilla.org/show_bug.cgiid=467891,TUVIT,https://www.tuvit.de/data/content_data/tuevit_en/6752UE_s.pdf,Firefox,D-Trust GmbH,,https://www.bundesdruckerei.de/de/2833-repository,https://www.bundesdruckerei.de/de/2833-repository,D-TRUST Root Class 3 CA 2 2009,https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate,,Not EV,Firefox 23,Germany,,NSS 3.15,D-TRUST,58E8ABB0361533FB80F79B1B6D29D3FF8D5F00F0,SHA-256,2048,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,2015.02.27 ,ETSI TS 102 042,Websites,https://certdemo-ov-valid.ssl.d-trust.net/,2009 Nov 05,2029 Nov 05
https://bugzilla.mozilla.org/show_bug.cgiid=467891,TUVIT,https://www.tuvit.de/data/content_data/tuevit_en/6751UE_s.pdf,Firefox,D-Trust GmbH,,https://www.bundesdruckerei.de/de/2833-repository,https://www.bundesdruckerei.de/de/2833-repository,D-TRUST Root Class 3 CA 2 EV 2009,https://www.bundesdruckerei.de/de/167-d-trust-ssl-zertifikate,https://www.tuvit.de/data/content_data/tuevit_en/6751UE_s.pdf,1.3.6.1.4.1.4788.2.202.1,Firefox 23,Germany,,NSS 3.15,D-TRUST,96C91B0B95B4109842FAD0D82279FE60FAB91683,SHA-256,2048,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,2015.02.27 ,ETSI TS 102 042,Websites,https://certdemo-ev-valid.ssl.d-trust.net/,2009 Nov 05,2029 Nov 05
https://bugzilla.mozilla.org/show_bug.cgiid=471045,DNB,https://cert.webtrust.org/SealFileseal=1765&file=pdf,Firefox,EDICOM,PKI,http://acedicom.edicomgroup.com/es/contenidos/practicasyPoliticas/punto1.htm,http://acedicom.edicomgroup.com/en/archivos/politicas/ACEDICOM_CertificationPractice.pdf,ACEDICOM Root,http://acedicom.edicomgroup.com/en/index.htm,,Not EV,Firefox 3.6.7,European Union,,NSS 3.12.7,EDICOM,E0B4322EB2F6A568B654538448184A5036874384,SHA-1,4096,https://cert.webtrust.org/SealFileseal=1765&file=pdf,2014.10.13 ,WebTrust,Websites;Email;Code,https://support.edicomgroup.com/,2008 Apr 18,2028 Apr 13
https://bugzilla.mozilla.org/show_bug.cgiid=382352,Deloitte LLP,https://cert.webtrust.org/SealFileseal=328&file=pdf,Firefox,"Entrust, Inc.","(c) 2006 Entrust, Inc.",http://www.entrust.net/CPS,http://www.entrust.net/CPS,Entrust Root Certification Authority,http://www.entrust.net/,https://cert.webtrust.org/SealFileseal=328&file=pdf,2.16.840.1.114028.10.1.2,Firefox 3.0.2,Global,,NSS 3.11.10,Entrust,B31EB1B740E36C8402DADC37D44DF5D4674952F9,SHA-1,2048,https://cert.webtrust.org/SealFileseal=328&file=pdf,2015.05.01 ,WebTrust,Websites,https://validev.entrust.net,2006 Nov 27,2026 Nov 27
https://bugzilla.mozilla.org/show_bug.cgiid=849950,Deloitte LLP,https://cert.webtrust.org/SealFileseal=328&file=pdf,Firefox,"Entrust, Inc.","(c) 2012 Entrust, Inc. - for authorized use only",http://www.entrust.net/CPS,http://www.entrust.net/CPS,Entrust Root Certification Authority - EC1,http://www.entrust.net/,https://cert.webtrust.org/SealFileseal=328&file=pdf,2.16.840.1.114028.10.1.2,Firefox 38,Global,None,NSS 3.18,Entrust,20D80640DF9B25F512253A11EAF7598AEB14B547,ECC,ECC P-384,https://cert.webtrust.org/SealFileseal=328&file=pdf,2015.05.01 ,WebTrust,Websites;Email;Code,https://validec.entrust.net,2012 Dec 18,2037 Dec 18
https://bugzilla.mozilla.org/show_bug.cgiid=849950,Deloitte LLP,https://cert.webtrust.org/SealFileseal=328&file=pdf,Firefox,"Entrust, Inc.","(c) 2009 Entrust, Inc.-for authorized use only",http://www.entrust.net/CPS,http://www.entrust.net/CPS,Entrust Root Certification Authority - G2,http://www.entrust.net/,https://cert.webtrust.org/SealFileseal=328&file=pdf,2.16.840.1.114028.10.1.2,Firefox 38,Global,None,NSS 3.18,Entrust,8CF427FD790C3AD166068DE81E57EFBB932272D4,SHA-256,2048,https://cert.webtrust.org/SealFileseal=328&file=pdf,2015.05.01 ,WebTrust,Websites;Email;Code,https://validg2.entrust.net/,2009 Jul 07,2030 Dec 07
https://bugzilla.mozilla.org/show_bug.cgiid=694536,Deloitte LLP,https://cert.webtrust.org/SealFileseal=328&file=pdf,Firefox,Entrust.net,"OU = (c) 1999 Entrust.net Limited
OU = www.entrust.net/CPS_2048 incorp. by ref. (limits liab.)",http://www.entrust.net/CPS,http://www.entrust.net/CPS,Entrust.net Certification Authority (2048),http://www.entrust.net/,https://cert.webtrust.org/SealFileseal=328&file=pdf,2.16.840.1.114028.10.1.2,Firefox 23,Global,None,NSS 3.15,Entrust,503006091D97D4F5AE39F7CBE7927D7D652D3431,SHA-1,2048,https://cert.webtrust.org/SealFileseal=328&file=pdf,2015.05.01 ,WebTrust,Websites;Email;Code,https://2048test.entrust.net,1999 Dec 24,2029 Jul 24
https://bugzilla.mozilla.org/show_bug.cgiid=443653,BSI,https://bugzilla.mozilla.org/attachment.cgiid=784393,Firefox,EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,,http://www.e-tugra.com.tr/cps,http://www.e-tugra.com.tr/cps,EBG Elektronik Sertifika Hizmet Sağlayıcısı,http://www.etugra.com.tr/,,Not EV,Firefox 3.6,Turkey,,NSS 3.12.5,e-tugra,8C96BAEBDD2B070748EE303266A0F3986E7CAE58,SHA-1,4096,https://bugzilla.mozilla.org/attachment.cgiid=784393,2015.07.28 ,ETSI TS 102 042,Websites;Email;Code,https://ediskim.e-tugra.com.tr/,2006 Aug 17,2016 Aug 14
